date,overpass_idx,pass_time_utc,pass_time_local,pass_utc_hour,pass_local_hour,solar_zenith_mean_pass,modis_lat,modis_lon,snap_distance_deg,month,gedi_lon,gedi_lat,x,y,rh50,rh75,rh98,rh100,dem,corine_class,corine_label,lulc,state,month_int,Solar_Zenith_Day,Sensor_Zenith_Day,Cloud_Fraction_Day,Cloud_Top_Height,Cloud_Top_Pressure_Day,Cloud_Top_Temperature_Day,Cloud_Effective_Emissivity_Day,Surface_Temperature,Cloud_Phase_Optical_Properties,Cloud_Phase_Infrared_1km,Cloud_Multi_Layer_Flag,Cirrus_Reflectance,Cloud_Optical_Thickness,Cloud_Optical_Thickness_16,Cloud_Effective_Radius,Cloud_Effective_Radius_16,Cloud_Water_Path,Sur_Reflectance_Red,Sur_Reflectance_NIR,Sur_Reflectance_Blue,Sur_Reflectance_Green,Sur_Reflectance_SWIR,retrieval_qc_ok
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.675,0.0006302054,May 2019,14.675630276467652,50.87501228105706,4649850.0,3095350.0,-0.13115801,0.8035786,2.6077886,3.8208406,408.42346,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.07193,63.94425,1.0,6692.5225,419.15976,-14912.698,0.96712565,-14872.497,3.0,2.0,6.0,0.34266838,,,,,,0.65315664,1.79029,0.6967524,0.63509506,0.22266395,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.685,0.0008227107,May 2019,14.685648506013326,50.87550679080419,4650550.0,3095450.0,-0.11,1.04,4.53,6.7,400.70932,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.06779,63.94426,1.0,6670.4263,420.4238,-14912.544,0.9649964,-14872.476,3.0,2.0,6.0,0.3419871,,,,,,0.6538691,1.7902902,0.69440305,0.6351244,0.2218163,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.695,0.0027632623,May 2019,14.693886527830612,50.87247087406938,4651150.0,3095150.0,-0.07,1.23,3.7,5.27,456.1003,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.065434,63.944256,1.0,6657.8716,421.1419,-14912.455,0.96378666,-14872.463,3.0,2.0,6.0,0.3416,,,,,,0.6542738,1.7902901,0.69306827,0.635141,0.2213347,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.725,0.0008709806,May 2019,14.725541385326776,50.875682584852576,4653350.0,3095650.0,-0.026148682,1.056496,3.6082816,5.68929,381.83948,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.083374,63.82497,1.0,6723.8115,416.82324,-14912.916,0.9698048,-14872.305,3.0,2.0,3.0,0.33371395,,,,,,0.6928282,1.7902901,0.73635346,0.6713245,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.735,0.0015001687,May 2019,14.734142106158426,50.87623089930496,4653950.0,3095750.0,-0.18,0.82,2.69,4.0,371.5745,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.08289,63.824963,1.0,6722.3184,416.90445,-14912.905,0.96845204,-14872.296,3.0,2.0,3.0,0.3331649,,,,,,0.6925758,1.79029,0.7331524,0.67053473,2.3745284,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.745,0.0027216265,May 2019,14.744252809776606,50.87761708392894,4654650.0,3095950.0,0.03,1.87,6.43,8.57,363.57306,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.08215,63.824966,1.0,6720.033,417.02875,-14912.891,0.9663823,-14872.284,3.0,2.0,3.0,0.332325,,,,,,0.6921898,1.7902902,0.728255,0.6693266,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.755,0.004919018,May 2019,14.755874187094769,50.87984073696368,4655450.0,3096250.0,9.320671,14.322389,19.328426,21.063297,340.89993,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.081627,63.824966,1.0,6718.4087,417.11703,-14912.878,0.9649109,-14872.276,3.0,2.0,3.0,0.33172786,,,,,,0.6919154,1.79029,0.7247732,0.6684675,2.3745284,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.875,14.765,0.0054122377,May 2019,14.764476071487673,50.88038678536044,4656050.0,3096350.0,0.26,2.5,8.53,10.7,351.22153,23.0,Forest and semi natural areas; forests; broad-leaved forest,Broadleaf forest,Sachsen,5,35.081337,63.824966,1.0,6717.5166,417.16556,-14912.872,0.96410304,-14872.272,3.0,2.0,3.0,0.33139998,,,,,,0.6917647,1.7902901,0.72286147,0.6679959,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.635,0.0033374713,May 2019,14.636453906532388,50.881994068505925,4647050.0,3095950.0,-0.20000002,0.8,2.675,3.755,386.39148,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.099655,63.944252,1.0,6840.278,410.70782,-14913.735,0.9759284,-14872.635,3.0,2.0,4.0,0.3354,,,,,,0.6380427,0.6714954,0.6903974,0.62198615,0.22437862,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.645,0.0022430988,May 2019,14.646562815802428,50.88338880918892,4647750.0,3096150.0,0.11143757,1.5967696,8.422603,10.399027,384.26007,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.094025,63.944252,1.0,6810.2705,412.4243,-14913.524,0.9741961,-14872.606,3.0,2.0,4.0,0.33516967,,,,,,0.6380427,0.67427295,0.68836755,0.6216095,0.57809395,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.655,0.0011689786,May 2019,14.653835154939424,50.88489698556802,4648250.0,3096350.0,9.725171,18.37407,24.902246,26.885897,394.95337,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,35.08514,63.94426,1.0,6762.906,415.13376,-14913.193,0.97146153,-14872.5625,3.0,2.0,4.0,0.33480614,,,,,,0.6380427,0.67865735,0.6851637,0.62101513,1.136421,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.665,0.0021362305,May 2019,14.666782498993712,50.88617562422992,4649150.0,3096550.0,1.7669916,4.7127433,8.05699,9.413095,394.5062,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.074673,63.94426,1.0,6707.119,418.32486,-14912.801,0.9682853,-14872.512,3.0,2.0,1.0,0.33497837,,,,,,0.6390027,0.75799185,0.6825479,0.62129474,1.6964481,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.675,0.0017721321,May 2019,14.6753843993835,50.88672830298047,4649750.0,3096650.0,-0.22,0.74,2.47,3.59,395.88593,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.067577,63.944252,1.0,6669.317,420.48715,-14912.535,0.96584976,-14872.476,3.0,2.0,1.0,0.33742326,,,,,,0.6442309,1.1335443,0.68533945,0.625921,1.5050913,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.685,0.0020380446,May 2019,14.686462085486768,50.88357805429445,4650550.0,3096350.0,-0.29,0.71,2.47,3.51,382.93747,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.065434,63.944256,1.0,6657.871,421.1419,-14912.455,0.9637866,-14872.463,3.0,2.0,6.0,0.3416,,,,,,0.6542738,1.79029,0.69306827,0.635141,0.22133473,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.705,0.0013714166,May 2019,14.703756405217367,50.88557663400525,4651750.0,3096650.0,-0.313549,0.726451,2.596451,3.6952522,442.32596,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.099594,63.824966,1.0,6773.9824,414.09518,-14913.269,0.97406965,-14872.375,3.0,2.0,6.0,0.33600003,,,,,,0.67448807,1.7902902,0.7228991,0.65629196,0.22383507,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.715,0.0022695747,May 2019,14.713868203760365,50.88696546693974,4652450.0,3096850.0,12.818184,15.49719,19.739006,21.592577,453.32837,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.097103,63.824966,1.0,6766.2725,414.51443,-14913.215,0.9728746,-14872.361,3.0,2.0,6.0,0.33578154,,,,,,0.6748823,1.7902901,0.7213222,0.6561819,0.2235728,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.725,0.0033211138,May 2019,14.725399251559692,50.88829539594349,4653250.0,3097050.0,-0.2930444,0.8079721,2.7963066,3.9910164,365.69775,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.092167,63.824966,1.0,6751.0054,415.34457,-14913.108,0.9706936,-14872.336,3.0,2.0,6.0,0.33532172,,,,,,0.676385,1.7902901,0.71934164,0.656695,0.32049283,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.735,0.0020965477,May 2019,14.736291232567638,50.88334685434096,4654050.0,3096550.0,-0.19225638,0.74,2.506295,3.593231,353.47327,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.085617,63.82497,1.0,6730.7437,416.44644,-14912.967,0.96792734,-14872.304,3.0,2.0,6.0,0.33439547,,,,,,0.6806667,1.7902901,0.71927905,0.65949976,0.77755404,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.745,0.002990933,May 2019,14.747730454190506,50.88377779916926,4654850.0,3096650.0,-0.18,0.74,2.58,3.74,353.84622,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.081852,63.824955,1.0,6719.1055,417.0791,-14912.881,0.96588993,-14872.28,3.0,2.0,3.0,0.3328425,,,,,,0.68791664,1.79029,0.7229749,0.66525733,1.7586851,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.755,0.00028133026,May 2019,14.755006227578152,50.88527958537598,4655350.0,3096850.0,-0.0058655264,1.2024034,4.622565,6.9286795,340.90045,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.081337,63.824966,1.0,6717.5166,417.16556,-14912.873,0.96410304,-14872.271,3.0,2.0,3.0,0.33139998,,,,,,0.6917647,1.7902901,0.72286147,0.66799587,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.785,0.0018520019,May 2019,14.783375677586829,50.88410838718632,4657350.0,3096850.0,0.29,2.77,7.9,9.58,302.6186,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.09917,63.70567,1.0,6778.8145,413.1284,-14913.301,0.969906,-14872.121,3.0,2.0,5.0,0.30740637,,,,,,0.6897235,1.7902901,0.73143774,0.6676243,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.795,0.0013782573,May 2019,14.796326572645787,50.88537248824986,4658250.0,3097050.0,-0.20888303,0.8281524,2.8140814,4.1240816,296.60275,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.09827,63.705677,1.0,6778.044,413.15677,-14913.297,0.96879166,-14872.11,3.0,2.0,5.0,0.3036214,,,,,,0.6907389,1.7902901,0.72958493,0.668093,1.9195874,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.805,0.000919883,May 2019,14.804930004739424,50.88591551430474,4658850.0,3097150.0,0.44963497,2.5739436,15.0522,19.129131,286.0345,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.094265,63.70528,1.0,6790.2793,412.47678,-14913.391,0.9679622,-14872.07,3.0,2.0,8.0,0.2944963,,,,,,0.6929371,1.7902901,0.7284333,0.66940665,1.5121076,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.815,0.0027271349,May 2019,14.813626525523883,50.88735458644381,4659450.0,3097350.0,1.19265,4.463148,14.566357,17.279278,277.34048,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.08836,63.70456,1.0,6813.2188,411.2224,-14913.568,0.96747434,-14872.006,3.0,2.0,5.0,0.28543237,,,,,,0.6935469,1.79029,0.72524834,0.66904783,1.8031603,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.885,14.825,0.004008392,May 2019,14.822230547847624,50.8878963203772,4660050.0,3097450.0,2.28,10.74,15.72,17.78,277.03735,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Unknown,5,35.08372,63.703987,1.0,6832.0684,410.1943,-14913.713,0.9669037,-14871.955,3.0,2.0,5.0,0.28,,,,,,0.69261116,1.7902902,0.72052914,0.6673189,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.635,0.0027436179,May 2019,14.637706608239668,50.89454995772847,4647050.0,3097350.0,0.18,1.64,10.29,11.86,438.96698,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.132233,63.94364,1.0,7000.2393,401.55768,-14914.858,0.9811273,-14872.771,3.0,2.0,4.0,0.33340156,,,,,,0.6299145,0.67524254,0.67634046,0.6132783,0.22649221,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.645,0.001820573,May 2019,14.643561463589728,50.89611570743506,4647450.0,3097550.0,10.779989,13.074989,18.059988,19.744987,416.54288,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.112263,63.943966,1.0,6901.1084,407.22812,-14914.161,0.9774184,-14872.685,3.0,2.0,4.0,0.33429348,,,,,,0.63368165,0.6749266,0.68198895,0.6171297,0.45296183,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.655,0.00283231,May 2019,14.656511643032204,50.89739547518816,4648350.0,3097750.0,-0.07,1.98,14.82,16.69,363.65164,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.083675,63.944252,1.0,6755.114,415.5794,-14913.138,0.9709375,-14872.557,3.0,2.0,1.0,0.33470994,,,,,,0.6377382,0.67959505,0.6841466,0.62058526,1.262974,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.665,0.002469282,May 2019,14.664575285416785,50.89256796863097,4648950.0,3097250.0,2.73,8.08,14.11,15.23,369.9999,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.072647,63.94426,1.0,6696.315,418.94287,-14912.726,0.96761703,-14872.502,3.0,2.0,1.0,0.33429506,,,,,,0.6380427,0.6848213,0.68065923,0.6201794,1.9213735,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.675,0.0019911334,May 2019,14.67326853275785,50.89401761872267,4649550.0,3097450.0,0.9485512,4.951796,10.678551,12.19888,354.17792,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,35.065434,63.944256,1.0,6657.8716,421.1419,-14912.455,0.96539766,-14872.466,3.0,2.0,1.0,0.334,,,,,,0.6380427,0.68837976,0.6780588,0.6196969,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.705,0.0033967767,May 2019,14.706446366378795,50.89807387531691,4651850.0,3098050.0,-0.11,0.71,2.28,3.55,427.31186,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.108246,63.824963,1.0,6800.7383,412.64035,-14913.457,0.97599804,-14872.412,3.0,2.0,6.0,0.32917476,,,,,,0.6634574,1.7902901,0.7128329,0.64593506,0.22279473,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.715,0.0027182626,May 2019,14.714414013680598,50.89234614178374,4652450.0,3097450.0,-0.19131264,0.8086873,2.7186873,3.867375,420.81885,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.09717,63.82497,1.0,6766.476,414.50342,-14913.218,0.9726378,-14872.362,3.0,2.0,6.0,0.33383244,,,,,,0.6719093,1.7130663,0.71767694,0.6532114,0.37471747,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.725,0.0016276239,May 2019,14.725946418574964,50.89367600569594,4653250.0,3097650.0,2.7137547,10.232541,19.671633,22.050995,375.2524,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.091393,63.824974,1.0,6748.6133,415.47467,-14913.093,0.9701651,-14872.332,3.0,2.0,6.0,0.33503914,,,,,,0.67532396,1.7652307,0.717318,0.65552056,0.27211803,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.735,0.00037756702,May 2019,14.734641857272766,50.89512102491215,4653850.0,3097850.0,-0.20346875,0.9529318,3.18,4.6190853,366.37402,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.085835,63.82497,1.0,6731.418,416.40964,-14912.972,0.9674721,-14872.302,3.0,2.0,6.0,0.3347939,,,,,,0.6766648,1.79029,0.7141937,0.6556843,0.22238733,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.745,0.0022828418,May 2019,14.743337848699849,50.89656538584801,4654450.0,3098050.0,-0.14255941,0.9795309,3.6273587,5.205776,322.61777,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,35.081337,63.824966,1.0,6717.5166,417.16556,-14912.873,0.96531725,-14872.277,3.0,2.0,6.0,0.3344,,,,,,0.6773758,1.7902901,0.71135044,0.65548587,0.22191451,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.775,0.0009959242,May 2019,14.77597078266122,50.89522115058763,4656750.0,3098050.0,-0.24853447,0.84293103,3.331449,5.1245227,286.0309,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,35.09953,63.705673,1.0,6779.1206,413.11716,-14913.304,0.9706234,-14872.127,3.0,2.0,5.0,0.308,,,,,,0.69022125,1.7902901,0.73395866,0.66841507,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.785,0.0012200667,May 2019,14.785994569790011,50.89570692091448,4657450.0,3098150.0,16.02,21.82,28.12,30.29,289.41656,10.0,"Artificial surfaces; artificial, non-agricultural vegetated areas; green urban areas",Green urban,Sachsen,5,35.09914,63.70567,1.0,6778.7856,413.12952,-14913.302,0.96983725,-14872.12,3.0,2.0,5.0,0.30734956,,,,,,0.6896758,1.7902901,0.7311963,0.6675486,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.795,0.0021688933,May 2019,14.794692326218838,50.89714740628684,4658050.0,3098350.0,-0.18,0.86,2.8,3.96,281.45837,1.0,Artificial surfaces; urban fabric; continuous urban fabric,Urban (continuous),Sachsen,5,35.098488,63.705673,1.0,6778.228,413.15,-14913.298,0.96853137,-14872.108,3.0,2.0,5.0,0.30626908,,,,,,0.6887698,1.7902901,0.72660774,0.66610926,2.3745286,False
2019-05-04,0,2019-05-04T10:45:00+00:00,2019-05-04T12:45:00+02:00,10.75,12.75,40.675022,50.895,14.805,0.0034942685,May 2019,14.80699772643186,50.892133365067,4658950.0,3097850.0,1.6900018,6.720006,9.280007,10.575007,278.44644,3.0,"Artificial surfaces; industrial, commercial, and transport units; industrial or commercial units",Industrial/commercial,Sachsen,5,35.097763,63.705673,1.0,6777.6084,413.17282,-14913.294,0.9670771,-14872.097,3.0,2.0,5.0,0.30506587,,,,,,0.68776095,1.7902902,0.72149795,0.6645065,2.374529,False
